country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
IDN,2024-11,3.9801097293534893,0.68,77.51,3.18,5.03,11896.0,7.46,140.52,1.08
VNM,2020-08,4.09644000973346,4.19,39.72,1.76,6.61,7749.0,95.22,107.26,3.64
EU,2023-12,4.5871157909168,-2.21,69.81,4.6,4.57,14773.0,26.19,121.14,1.97
TUR,2022-06,3.715140347178611,5.44,106.91,2.96,5.6,9772.0,83.36,123.06,1.0
VNM,2023-08,3.803628115900995,1.99,70.98,1.87,3.72,14842.0,96.01,138.72,1.0
IDN,2020-06,2.8799048417417663,1.96,38.8,0.82,7.2,10960.0,6.32,99.41,4.11
PHL,2023-06,3.1041876649650315,2.47,81.23,2.48,6.21,10789.0,27.22,124.95,1.0
VNM,2023-05,4.947131900292897,1.96,80.16,3.5,6.58,12200.0,94.29,129.05,2.58
VNM,2024-06,4.857446598683867,2.36,82.62,1.45,4.24,14336.0,94.84,123.31,1.52
JPN,2021-06,3.205016762237859,0.51,61.13,2.92,3.91,13704.0,59.79,104.15,1.77
MEX,2021-06,5.385474355637385,1.69,62.22,-0.91,6.3,14296.0,97.82,104.53,2.09
AUS,2020-02,5.026210226119977,-0.24,48.05,-0.94,5.93,11272.0,91.86,98.76,3.61
SAU,2022-12,5.420844001583683,2.64,101.05,4.54,4.21,10877.0,2.65,116.98,1.91
JPN,2023-03,3.5326540282331154,0.75,70.56,3.63,4.67,9874.0,58.3,129.07,1.6
THA,2024-12,4.655674275126985,2.77,82.89,3.57,3.97,14121.0,34.34,140.93,1.67
CAN,2022-02,4.344871869761081,0.26,97.35,4.22,5.11,12187.0,23.07,123.2,1.61
KOR,2021-01,3.893689562719282,3.74,69.71,3.29,4.37,11969.0,23.34,96.64,1.56
RUS,2023-01,4.265433866988599,4.01,85.04,3.61,5.16,14160.0,4.98,130.4,1.84
CHN,2022-01,4.379177033734599,1.22,130.81,5.54,5.01,9155.0,60.78,117.06,2.07
TUR,2022-09,5.772885586207675,2.26,119.38,6.6,3.79,15246.0,82.81,113.73,1.42
CHN,2022-09,5.042598749070561,1.16,134.22,-0.3,5.71,12979.0,64.56,134.17,2.0
CAN,2021-06,2.5689651852333224,0.48,75.39,1.91,4.97,6909.0,24.7,99.56,1.25
CAN,2021-07,4.649419391516713,-0.04,73.14,2.59,5.26,12094.0,24.25,109.51,1.41
ARG,2023-11,3.366662854679979,3.64,72.53,5.84,4.3,15773.0,79.54,115.83,1.44
GBR,2020-09,2.75280692429052,6.89,35.99,2.7,5.58,8962.0,31.15,79.75,4.18
GBR,2021-05,3.668633798683486,3.92,62.93,1.8,5.51,12231.0,30.73,136.34,1.95
THA,2020-04,3.1904653330718955,3.41,43.91,2.24,6.67,10713.0,35.17,99.53,3.37
IDN,2024-04,3.723098507191331,-0.1,89.88,3.02,5.51,8772.0,7.05,126.68,2.0
BRA,2020-05,3.8451989839696115,1.35,36.93,4.72,7.33,11958.0,16.03,110.91,3.15
PHL,2021-09,2.981691278454011,4.19,62.94,4.49,6.14,7728.0,29.8,125.41,1.37
IDN,2024-11,3.9465468477551724,0.68,77.51,3.18,5.03,11896.0,7.46,140.52,1.08
CAN,2020-08,4.853318394711076,1.03,49.24,1.39,5.11,8731.0,22.79,110.41,3.45
IDN,2021-06,4.447131256305052,0.26,68.79,2.97,5.59,10813.0,6.73,94.11,1.62
THA,2023-06,3.73302711705855,1.55,73.1,0.77,3.31,10918.0,38.48,122.99,1.35
USA,2022-01,3.1087703671795146,3.9,92.71,2.42,4.97,12396.0,74.64,102.12,1.0
BRA,2024-01,4.522375447159785,2.64,88.61,-0.18,5.39,18069.0,16.98,134.1,1.33
BRA,2020-05,3.795019615883547,1.35,36.93,4.72,7.33,11958.0,16.03,110.91,3.15
TUR,2024-05,4.6319790119738,5.18,70.28,7.23,2.36,13255.0,82.11,133.0,1.81
AUS,2023-02,3.0121800398277148,0.94,66.37,4.01,5.29,14038.0,94.53,124.93,1.41
KOR,2023-12,2.891745107115656,5.74,55.3,0.48,3.76,12321.0,19.63,139.61,1.11
EU,2020-06,3.5480373152977593,1.28,35.33,2.77,7.79,11140.0,27.5,97.39,4.02
KOR,2020-08,4.5550144953249045,6.24,40.72,0.69,7.01,5509.0,21.86,106.19,4.1
ZAF,2024-11,3.6870233955761886,1.24,86.35,4.98,6.18,14033.0,62.79,143.42,1.74
AUS,2020-10,4.896434352889642,0.46,42.52,2.12,5.84,7940.0,92.47,97.64,3.34
PHL,2022-08,3.145040578521817,4.6,122.53,4.27,5.79,13200.0,29.6,123.59,1.67
AUS,2021-07,4.608832508265572,-0.23,74.99,3.66,7.07,10625.0,96.92,89.26,1.0
VNM,2021-07,3.5396698578193844,2.14,72.11,1.92,7.1,9801.0,93.69,111.14,1.45
CAN,2024-12,1.9634070090256082,2.85,80.91,5.78,4.05,17520.0,24.7,135.07,1.52
BRA,2024-11,3.987166866644206,2.32,76.43,4.86,3.35,18758.0,16.57,147.55,1.95
CHN,2023-02,2.4016304901583334,0.8,77.64,-0.32,2.86,10096.0,65.7,135.33,1.0
VNM,2024-05,6.126404004835243,2.17,76.09,4.55,3.93,13103.0,102.95,139.76,1.26
ZAF,2020-12,6.044584341107614,3.56,35.79,-2.37,6.52,9911.0,57.85,106.25,3.26
THA,2021-05,2.889848105940232,2.8,78.05,3.45,6.9,10491.0,36.1,111.21,1.0
VNM,2020-01,4.299056829268831,1.59,41.86,3.84,6.75,10173.0,91.07,103.38,3.2
CAN,2022-10,5.730924227625625,-1.19,104.07,2.38,4.04,16676.0,23.66,133.15,1.2
THA,2022-09,3.5735005081713678,2.14,86.54,4.1,6.69,13791.0,42.25,116.14,1.41
BRA,2021-07,3.2978102053259066,4.01,73.11,1.21,4.9,15434.0,16.48,113.48,1.0
SAU,2020-08,6.220181108837742,3.64,40.53,-3.54,6.93,11404.0,2.61,103.92,3.08
IDN,2021-12,4.54974575119273,0.58,80.7,1.31,6.21,11530.0,7.12,124.6,1.87
USA,2024-10,1.7625172577069963,6.8,76.8,6.74,5.43,14581.0,71.26,132.38,1.76
KOR,2023-03,3.803331354867998,4.84,62.54,1.85,4.38,11984.0,21.72,122.15,2.92
EU,2022-11,3.6802303469842985,1.86,113.55,0.54,4.17,10074.0,28.92,126.8,1.27
VNM,2024-02,4.807718682219777,1.5,80.16,2.14,3.5,8283.0,101.35,137.19,1.6
JPN,2024-11,3.624931485752739,2.08,86.04,3.52,7.37,14517.0,63.06,123.31,1.0
IDN,2023-08,4.022049476751668,-0.32,65.44,4.69,2.8,11557.0,7.41,121.17,1.08
RUS,2021-03,5.72892959611247,3.19,63.59,1.6,7.65,9766.0,5.78,117.04,1.71
BRA,2021-01,5.879108205607683,2.63,80.09,1.83,6.55,7702.0,16.36,119.5,1.08
CAN,2024-01,0.915829976857702,0.99,88.16,3.6,5.14,14064.0,23.28,150.79,1.51
GBR,2023-03,4.241579122584086,5.49,75.0,4.58,5.79,10055.0,27.4,121.93,2.08
MEX,2020-07,3.0770295995833967,1.91,45.36,-1.77,6.08,6069.0,85.48,105.02,2.75
VNM,2024-09,5.16595088207197,1.07,82.96,3.45,5.67,12459.0,91.27,145.44,1.63
IND,2024-01,5.518387509458946,1.83,78.03,2.18,4.2,16310.0,47.98,126.54,1.58
TUR,2021-12,2.4858752708877594,4.69,56.76,5.33,5.84,14611.0,83.21,107.57,2.4
ARG,2023-03,4.3226580315088805,3.46,89.89,1.44,4.74,16305.0,73.73,116.13,1.64
CHN,2024-03,4.593476904177263,0.76,84.51,5.65,6.03,10796.0,64.08,132.79,1.81
BRA,2023-03,4.987166972138262,2.97,78.11,2.88,6.13,11662.0,15.8,130.86,1.45
PHL,2023-09,4.766220705704621,2.18,84.4,2.51,3.48,9279.0,28.98,130.46,2.56
USA,2024-07,0.9708239976710559,6.34,94.25,2.72,3.83,12767.0,68.53,153.96,2.01
SAU,2021-11,5.907399203898522,3.19,87.34,2.58,6.28,11237.0,2.62,112.92,1.69
IDN,2022-10,5.180432554659187,1.08,127.98,3.61,7.75,10325.0,7.86,110.92,1.0
USA,2020-10,3.0130928830750423,6.13,45.79,1.85,6.19,10629.0,72.39,106.73,3.63
BRA,2021-08,2.5493443973210232,3.29,71.92,-0.1,7.36,14184.0,18.99,126.41,1.75
SAU,2020-11,5.670226306701562,2.49,41.1,3.66,6.41,13847.0,2.41,98.7,4.02
VNM,2022-06,4.633045619543815,3.19,96.58,2.89,6.53,10945.0,94.23,105.14,1.41
EU,2023-12,4.91316292807251,-2.21,69.81,4.6,4.57,14773.0,26.19,121.14,1.97
GBR,2023-07,3.245400032125844,4.28,74.82,4.98,4.41,12241.0,31.01,126.23,1.14
IND,2021-06,5.713975773934372,2.07,75.51,2.39,5.26,14729.0,48.5,96.8,1.52
ARG,2022-09,4.496529315673188,2.92,131.42,-0.17,4.83,15654.0,80.09,114.37,1.74
RUS,2023-11,5.003552186680589,2.4,77.55,1.88,4.95,14587.0,6.1,138.68,2.05
EU,2021-08,2.660001556471098,-0.36,63.19,2.16,7.58,12385.0,29.14,106.93,1.0
IDN,2020-12,4.044481235137914,1.46,31.5,2.87,7.22,8420.0,7.85,116.45,3.6
MEX,2023-06,3.516278744582996,2.53,74.09,3.15,4.57,12571.0,84.23,142.73,1.43
JPN,2022-05,5.094934642471334,1.41,115.29,-1.32,5.43,7631.0,65.84,106.32,1.21
VNM,2020-04,6.455705694784969,0.27,28.94,3.79,6.84,11542.0,95.93,95.85,3.62
KOR,2024-11,7.464990320166831,4.13,80.81,4.01,4.62,15969.0,20.06,157.34,1.18
IND,2022-08,6.519112458048633,3.25,104.45,1.91,6.2,15837.0,52.97,116.66,1.37
THA,2023-01,2.4717185646366437,1.67,70.31,3.1,5.08,9768.0,36.93,150.05,1.0
RUS,2020-01,4.837806366464775,3.87,36.38,0.47,6.99,7715.0,5.25,82.65,3.05
JPN,2021-02,4.761193383143656,0.9,60.76,1.4,7.9,10397.0,66.53,126.26,2.28
THA,2020-06,2.418979410635848,2.65,43.06,0.48,7.26,8930.0,36.48,102.09,2.99
BRA,2023-03,4.835442969493592,2.97,78.11,2.88,6.13,11662.0,15.8,130.86,1.45
USA,2024-06,2.02022475857389,4.97,76.07,5.32,5.56,13018.0,70.13,146.54,1.11
CHN,2024-10,4.125480093162594,-0.0,78.25,3.75,5.66,15805.0,63.58,131.89,1.27
MEX,2023-03,4.613820245839456,1.97,83.81,4.91,4.89,19044.0,89.43,142.33,1.86
TUR,2020-10,1.8350068129098545,6.83,44.99,1.66,2.66,14155.0,80.74,112.37,3.82
MEX,2024-03,4.547259422061038,3.01,87.82,1.87,6.0,12458.0,87.38,153.53,1.57
JPN,2022-11,4.588028701834004,2.3,128.0,-1.24,5.11,11013.0,61.23,121.9,1.27
JPN,2024-10,5.428928932310999,0.73,87.5,-0.55,3.43,13891.0,56.05,159.11,1.89
BRA,2020-08,5.940845733631028,1.33,48.27,1.82,5.4,11992.0,15.8,85.23,3.57
CHN,2024-11,5.731687263961214,0.11,79.42,-0.12,5.14,17401.0,64.59,127.99,1.25
CHN,2020-08,1.6254332662385647,-0.09,35.64,2.18,5.74,9027.0,58.23,84.34,3.49
MEX,2020-11,5.555233962261193,2.23,38.17,-0.17,7.6,10360.0,87.24,108.67,4.69
RUS,2024-12,2.2753913273115116,6.04,74.54,2.76,4.05,13859.0,5.02,150.63,1.68
JPN,2022-09,5.898743122672276,-0.19,103.8,3.47,3.95,13336.0,58.48,130.83,2.44
ZAF,2022-03,4.836368097374234,4.67,108.75,6.47,5.51,10597.0,61.19,123.87,1.82
VNM,2022-10,5.97960826333993,1.11,117.39,1.44,4.88,17893.0,90.02,114.45,1.64
USA,2021-07,0.48411865500543433,6.02,62.49,2.85,6.94,12694.0,73.87,101.32,1.0
VNM,2020-05,4.563257444169135,0.89,40.91,3.16,5.64,9081.0,90.77,100.72,3.62
ZAF,2022-04,4.75775566584188,2.4,100.15,0.83,3.78,12188.0,59.89,122.36,1.94
JPN,2024-04,6.1821963155735995,-0.32,84.66,2.5,5.48,11893.0,62.82,145.16,1.0
VNM,2021-04,5.686435771282294,1.5,74.89,1.25,6.71,12569.0,91.31,114.44,1.0
IDN,2020-04,3.442170430131433,-1.01,31.01,4.63,7.24,12391.0,7.66,95.94,1.87
ARG,2020-11,3.558974298277206,2.28,38.2,2.59,7.27,12283.0,75.89,103.34,2.48
IDN,2023-01,3.4970054535271786,0.45,73.6,8.96,4.89,11788.0,7.62,147.66,2.0
VNM,2024-05,4.875333191024858,2.17,76.09,4.55,3.93,13103.0,102.95,139.76,1.26
AUS,2020-02,5.711309361828084,-0.24,48.05,-0.94,5.93,11272.0,91.86,98.76,3.61
CAN,2022-08,4.938840057998622,0.02,116.23,2.52,7.15,17457.0,25.64,114.13,1.0
KOR,2020-05,5.3207701699654635,5.48,44.79,1.67,5.91,10779.0,21.49,94.68,3.21
PHL,2024-05,1.9671019964843859,5.02,75.55,5.61,4.42,18425.0,27.3,122.58,1.9
AUS,2024-10,4.226407791998064,-0.83,80.97,5.11,4.74,14418.0,87.84,147.33,1.55
VNM,2024-01,4.643673593471198,1.7,84.71,3.49,3.34,11292.0,97.07,155.03,1.71
JPN,2020-05,4.137415287455439,0.99,48.78,1.35,6.05,9068.0,57.62,101.95,4.29
EU,2023-01,4.100215816408991,1.78,77.25,1.83,5.04,14668.0,29.8,144.56,1.04
ARG,2021-09,6.480967365548997,1.78,79.69,0.44,7.85,10074.0,73.78,102.81,2.13
CHN,2023-07,3.3275275494543206,2.12,75.9,5.68,2.67,7561.0,65.72,140.86,1.72
SAU,2020-12,4.961765624347576,2.99,35.01,0.69,6.6,7804.0,2.42,83.85,3.27
SAU,2023-08,4.427636538641837,2.01,87.2,4.0,5.13,14129.0,2.54,136.36,1.0
EU,2021-02,2.7519379126828514,1.31,66.99,0.6,6.8,12653.0,29.83,104.4,1.36
KOR,2024-07,6.953959817723974,3.6,83.04,3.27,5.11,14457.0,19.38,149.96,2.5
ZAF,2020-09,5.380455706037084,2.16,43.38,-0.25,5.09,15422.0,56.93,97.8,2.64
TUR,2022-09,3.1527794472730646,2.26,119.38,6.6,3.79,15246.0,82.81,113.73,1.42
MEX,2024-02,3.780623032032695,1.22,81.99,6.45,4.99,12096.0,84.38,137.71,1.68
JPN,2020-10,3.901355266765769,0.78,35.76,2.1,6.68,6428.0,60.93,126.93,3.79
THA,2022-11,4.68546852209055,2.37,103.95,0.72,5.06,11296.0,40.78,107.67,2.04
VNM,2022-03,5.326662558801313,2.83,115.7,4.17,5.96,13343.0,85.27,119.3,1.81
AUS,2020-06,2.716923699345373,0.13,47.07,1.98,5.21,8998.0,102.35,98.57,3.72
AUS,2022-06,3.7997423758718947,1.62,100.11,1.69,6.41,13287.0,96.42,121.23,1.21
MEX,2024-03,3.8602996048700886,3.01,87.82,1.87,6.0,12458.0,87.38,153.53,1.57
CHN,2020-03,2.834456646572163,0.93,40.02,3.18,5.88,8940.0,56.52,121.88,2.69
GBR,2023-01,6.1334659514441245,3.17,63.09,5.67,6.18,11131.0,31.43,128.93,1.55
EU,2024-10,3.645922216032577,0.11,75.03,7.52,6.27,13838.0,26.37,129.66,1.0
CAN,2024-05,3.447510931622273,-0.67,89.5,3.39,4.16,15854.0,25.04,133.25,1.37
USA,2023-09,2.6222588448326114,6.29,64.05,1.34,4.7,15757.0,80.84,132.42,1.77
AUS,2021-02,3.5435929752368986,1.39,69.51,0.3,5.58,17848.0,88.32,105.47,1.86
GBR,2021-11,3.478409189968622,4.92,46.24,0.54,6.01,10565.0,28.84,111.27,1.33
MEX,2023-12,4.58095438050229,3.38,81.47,0.13,5.33,9657.0,87.83,121.86,1.56
ZAF,2022-03,4.701574643568194,4.67,108.75,6.47,5.51,10597.0,61.19,123.87,1.82
SAU,2024-04,5.4598190756740586,3.04,89.54,0.73,5.49,13980.0,2.5,132.24,1.64
EU,2022-05,3.1941178356573996,2.85,86.99,0.41,5.29,13199.0,28.69,118.71,1.96
USA,2021-06,2.3984784008344344,4.93,82.17,-0.43,7.05,12864.0,76.03,123.25,1.61
CAN,2020-01,4.337837011748667,-1.09,30.17,-0.81,5.65,10035.0,23.54,89.0,3.46
EU,2023-07,3.415692324459349,0.54,70.02,4.66,4.07,12349.0,26.76,142.88,1.74
SAU,2022-12,5.353493272772785,2.64,101.05,4.54,4.21,10877.0,2.65,116.98,1.91
EU,2020-02,5.6630398768402745,-1.54,42.26,7.38,5.63,12172.0,26.06,104.03,3.43
BRA,2021-07,3.6192911685656335,4.01,73.11,1.21,4.9,15434.0,16.48,113.48,1.0
KOR,2021-03,5.320780808621049,4.71,80.55,-1.68,2.88,12696.0,20.81,112.1,1.48
MEX,2023-02,5.806971747144157,2.43,82.83,3.06,4.81,15228.0,83.92,142.12,1.09
IDN,2021-03,3.892265666343537,0.2,62.94,0.66,6.14,10393.0,6.84,106.86,1.32
JPN,2024-02,2.3911209789016667,2.47,70.21,4.13,3.89,14306.0,58.51,144.56,1.0
EU,2020-06,2.9448579966657804,1.28,35.33,2.77,7.79,11140.0,27.5,97.39,4.02
JPN,2024-12,5.263974028098724,1.37,84.63,-0.22,5.1,11947.0,61.8,142.98,1.72
SAU,2022-06,7.504842302143585,2.03,125.66,3.05,4.01,10955.0,2.58,132.95,1.79
MEX,2023-10,6.15213315410788,4.56,75.52,0.12,4.48,13188.0,91.43,128.73,1.95
ARG,2021-05,2.738960775727292,3.4,62.51,1.86,4.53,9426.0,74.49,111.92,2.07
IDN,2020-08,5.218737237509277,-0.84,37.45,1.94,5.35,10926.0,7.19,90.35,4.02
RUS,2021-10,1.8137072757288517,5.01,86.33,-0.8,6.81,9613.0,5.55,121.34,1.0
USA,2023-01,3.020909661403771,5.56,58.28,4.23,6.36,12196.0,74.08,125.67,2.39
GBR,2022-06,2.7769188173268966,6.1,97.57,0.16,2.87,11319.0,31.64,114.79,1.0
BRA,2021-06,4.628653227136955,1.99,67.6,5.78,6.05,11410.0,15.91,117.69,2.06
IND,2022-11,5.080470598571404,1.77,93.91,-2.56,5.21,16978.0,54.93,131.01,1.62
EU,2024-07,2.1807640617993065,0.66,81.48,3.28,3.9,15967.0,26.08,148.85,1.54
VNM,2024-06,4.68212986613731,2.36,82.62,1.45,4.24,14336.0,94.84,123.31,1.52
CAN,2021-11,3.203604550441129,-1.68,85.24,4.14,5.23,7211.0,23.53,111.32,1.0
EU,2022-10,5.0686263611129885,-0.63,121.99,2.63,5.59,12404.0,27.03,137.22,1.18
CHN,2023-05,1.9865181505418525,1.45,67.1,3.22,6.74,10304.0,63.76,127.19,1.77
GBR,2024-12,2.5089218717796906,6.3,80.51,3.64,3.86,14617.0,28.66,131.09,1.4
ARG,2023-06,2.1806519577759698,3.94,74.72,2.43,4.64,10677.0,74.93,135.12,1.41
THA,2020-09,1.0219536480517921,3.0,47.82,3.94,5.36,7664.0,36.18,88.35,3.9
JPN,2021-05,3.4607965882272365,1.63,81.8,-0.2,6.68,9831.0,58.97,114.09,1.6
JPN,2022-06,6.296694132119494,1.69,111.59,2.9,5.76,9969.0,62.08,132.72,2.13
VNM,2022-02,3.7986372813277876,1.02,124.59,2.0,5.43,8231.0,93.81,126.21,1.81
THA,2024-01,0.4901514761429608,3.86,79.91,4.59,5.1,18073.0,39.12,141.31,1.01
AUS,2022-12,2.158506780381056,1.61,101.13,1.83,4.65,10971.0,95.42,129.26,1.0
GBR,2024-09,3.063847972256407,5.76,71.47,1.37,3.71,12529.0,27.95,142.35,1.24
IND,2021-12,5.355363654534187,1.6,63.5,4.82,5.9,11972.0,51.8,110.19,1.58
PHL,2024-12,2.455492588394157,3.82,78.76,2.24,3.64,17626.0,27.65,146.93,2.14
AUS,2020-11,6.197557248943581,0.5,38.53,-0.52,4.41,13057.0,90.36,85.28,4.23
USA,2023-12,3.8882591811805782,4.74,85.68,4.59,4.72,13860.0,73.31,113.35,1.99
KOR,2023-12,2.891280972948893,5.74,55.3,0.48,3.76,12321.0,19.63,139.61,1.11
GBR,2022-08,5.123610179659352,5.39,116.51,4.16,5.24,16269.0,29.34,144.42,1.81
CAN,2020-04,4.484899841165892,0.33,36.14,3.61,5.53,10877.0,24.72,99.19,3.25
RUS,2024-08,4.380232404710964,3.12,76.29,4.63,4.59,15118.0,5.8,122.82,2.41
IDN,2020-02,5.934059282017982,0.09,45.84,1.9,7.08,10022.0,7.57,93.39,3.75
KOR,2021-08,4.608716760723406,4.49,66.75,3.54,6.08,9640.0,21.28,96.16,2.31
JPN,2023-05,2.743986233349765,1.7,69.14,3.47,4.75,15015.0,60.31,142.01,2.41
THA,2020-12,4.11663433692888,0.8,44.11,-3.49,6.46,10163.0,36.23,102.5,4.23
GBR,2020-10,3.474209914758014,5.95,39.22,-0.85,7.93,12021.0,26.56,94.21,3.88
THA,2021-03,2.52514928056822,1.14,62.92,4.19,7.38,11492.0,39.44,109.57,1.09
THA,2023-06,2.5071498691267067,1.55,73.1,0.77,3.31,10918.0,38.48,122.99,1.35
EU,2023-08,1.7409552072617924,0.04,63.8,0.78,5.28,16761.0,25.36,144.55,1.86
RUS,2022-05,3.15554390332841,3.83,94.76,4.67,5.16,13966.0,6.17,110.0,1.32
ZAF,2021-06,5.213071415236477,1.8,73.6,0.55,6.31,8877.0,59.39,106.41,2.09
KOR,2020-02,4.233813543740173,2.05,43.97,0.45,5.8,10719.0,20.65,90.46,3.71
THA,2021-07,1.6250253911695633,1.31,64.85,3.26,6.36,9170.0,40.26,97.22,1.79
SAU,2022-09,5.747427777630826,4.27,108.18,-2.28,4.48,11031.0,2.57,129.79,1.86
ZAF,2024-02,5.671496628768136,1.9,73.09,2.77,4.08,11590.0,60.02,146.21,2.56
CAN,2023-07,5.281142342078932,-0.02,89.98,3.4,5.52,13098.0,26.17,109.67,1.99
VNM,2021-01,4.080555131616172,1.6,70.14,0.85,5.45,11436.0,90.46,109.67,1.49
IND,2023-02,8.748042397470476,1.79,74.59,1.69,4.4,16281.0,44.69,143.74,1.0
VNM,2024-10,3.956649572602404,1.38,62.91,1.26,3.21,9129.0,90.81,151.61,2.07
CHN,2021-04,2.691941747758919,0.11,58.65,2.46,7.8,7216.0,63.93,113.83,2.23
VNM,2020-12,3.4981862466616973,3.59,39.73,3.75,6.23,11392.0,104.95,88.93,3.38
IND,2022-09,7.355604275617713,1.57,108.39,0.11,5.64,8230.0,55.61,137.33,1.72
VNM,2020-12,3.51995813261598,3.59,39.73,3.75,6.23,11392.0,104.95,88.93,3.38
ZAF,2023-07,3.9107886566769725,2.03,69.96,1.46,6.67,12714.0,59.3,126.24,1.79
ARG,2021-06,3.8075830224707246,3.38,71.58,2.26,7.76,13556.0,69.59,118.63,2.57
BRA,2020-08,5.963580358260486,1.33,48.27,1.82,5.4,11992.0,15.8,85.23,3.57
IDN,2023-04,3.9844540186618826,0.98,81.69,3.2,4.21,12200.0,7.7,154.61,1.51
BRA,2020-12,4.271054563532663,4.05,35.29,-1.31,7.09,9356.0,15.25,92.63,4.31
THA,2022-07,3.481862867409377,2.12,117.22,4.23,6.5,9523.0,36.06,120.92,1.01
TUR,2022-08,4.868765398582317,5.55,104.81,2.84,6.18,14150.0,83.95,119.62,1.08
IND,2022-06,5.332543085800325,3.66,106.86,5.73,4.27,10066.0,49.97,114.08,1.0
RUS,2024-05,4.357013424721064,4.08,82.06,3.85,4.85,13271.0,5.74,132.81,1.02
CHN,2020-10,6.414040781093858,-0.82,33.78,1.57,6.71,8805.0,57.62,98.11,3.14
THA,2022-04,2.279054170565699,2.2,131.88,3.81,6.02,8471.0,40.84,110.62,1.55
SAU,2021-11,6.099155264297598,3.19,87.34,2.58,6.28,11237.0,2.62,112.92,1.69
CAN,2024-07,5.1502375457703495,0.59,84.08,5.51,5.78,9218.0,23.84,136.22,1.4
AUS,2021-11,4.431623612611192,2.06,70.41,0.01,6.14,11736.0,91.84,110.84,2.02
THA,2022-12,4.077594235605617,1.81,118.93,3.25,6.86,13849.0,35.13,111.2,2.58
BRA,2020-01,3.4044798209648013,0.75,35.54,2.81,7.31,10069.0,16.75,90.06,3.76
IDN,2023-06,3.548274766797072,1.49,79.97,2.64,5.09,9751.0,7.69,142.09,1.99
VNM,2021-08,4.415029058633474,0.4,69.43,3.49,6.17,7238.0,93.07,108.16,1.65
KOR,2023-08,5.1456562774957515,6.22,77.08,-0.41,4.86,10866.0,23.02,121.57,1.53
BRA,2021-06,4.462299168147502,1.99,67.6,5.78,6.05,11410.0,15.91,117.69,2.06
IND,2024-06,5.177328561110018,3.36,73.17,1.36,2.95,13788.0,50.97,148.18,2.02
JPN,2020-10,4.001334130992083,0.78,35.76,2.1,6.68,6428.0,60.93,126.93,3.79
USA,2020-06,4.458367777062359,5.65,40.67,3.01,6.29,11775.0,67.8,93.77,3.79
GBR,2022-07,2.2839095040912865,3.37,92.3,-0.29,5.84,18168.0,29.0,132.05,1.63
ZAF,2021-10,3.2456724665945194,2.23,66.22,3.13,5.41,10105.0,54.11,125.55,1.0
VNM,2020-08,3.314147211732899,4.19,39.72,1.76,6.61,7749.0,95.22,107.26,3.64
CAN,2023-09,1.9706141960981483,0.81,66.33,3.39,4.35,13057.0,22.93,137.68,1.68
MEX,2024-05,2.136325163474067,3.4,68.6,5.07,3.6,10127.0,87.4,132.34,1.44
ZAF,2022-01,5.7680418242368425,1.78,96.0,0.79,4.86,13652.0,55.5,126.99,1.0
BRA,2020-02,4.0608346882409005,2.34,40.49,1.25,6.1,6414.0,16.08,88.16,2.87
MEX,2024-10,6.745090458041382,2.9,94.99,6.14,4.61,10060.0,93.75,130.93,1.39
IND,2024-01,5.630591621654806,1.83,78.03,2.18,4.2,16310.0,47.98,126.54,1.58
TUR,2022-03,3.569930108609357,4.07,118.76,3.36,6.27,8383.0,86.94,141.93,2.14
IDN,2020-03,3.9256562216918383,1.09,38.89,3.26,5.49,10968.0,7.25,94.71,3.53
ZAF,2023-12,6.024778521245701,3.46,87.02,2.49,4.54,11742.0,54.25,134.75,1.89
ARG,2024-07,3.8025965101620876,2.92,80.44,1.19,6.07,13098.0,78.59,135.19,2.22
CHN,2022-05,5.081442526698793,0.98,119.83,5.83,6.22,11484.0,67.72,111.35,1.0
TUR,2021-05,3.510922749426722,6.35,66.77,1.62,5.91,9859.0,82.17,87.84,1.63
THA,2023-03,3.1911832903508097,0.02,91.29,3.3,4.67,17600.0,38.54,124.68,1.39
EU,2024-04,3.529840564298191,-2.31,79.69,3.18,5.4,12940.0,27.83,147.78,1.6
ZAF,2021-04,5.08037575849179,2.49,62.25,1.89,6.55,10113.0,55.17,96.61,1.07
ARG,2022-11,5.369501293687154,4.31,118.79,1.29,5.48,9306.0,74.05,118.7,2.21
TUR,2024-11,3.730963067246893,4.01,87.65,6.73,3.73,15426.0,83.75,151.43,1.0
RUS,2023-12,4.07260029225398,5.36,75.44,0.3,5.68,12850.0,5.88,136.68,1.9
CHN,2020-10,5.41993627918194,-0.82,33.78,1.57,6.71,8805.0,57.62,98.11,3.14
VNM,2020-07,4.23647533094759,3.62,44.35,-0.05,5.26,10827.0,99.94,82.21,4.18
ZAF,2020-06,6.556391068911185,3.42,38.97,-0.37,5.13,5839.0,59.4,111.8,4.3
SAU,2023-03,6.780374076136138,4.83,72.46,3.94,5.1,14485.0,2.67,120.14,1.1
GBR,2021-09,1.8863225077676153,6.66,56.56,4.8,6.55,13426.0,30.13,94.56,1.75
KOR,2023-03,4.184668469742954,4.84,62.54,1.85,4.38,11984.0,21.72,122.15,2.92
THA,2022-05,5.446138666528489,2.82,111.66,0.39,5.85,13420.0,35.21,119.63,2.37
IDN,2020-03,3.705295103937051,1.09,38.89,3.26,5.49,10968.0,7.25,94.71,3.53
